franc is a hypernym of amphibious landing.,False,1,"definite quantity is a hypernym of unit of measurement, unit of measurement is a hypernym of monetary unit, monetary unit is a hypernym of franc, franc is not a hypernym of amphibious landing."
franc is not a hypernym of amphibious landing.,True,1,"definite quantity is a hypernym of unit of measurement, unit of measurement is a hypernym of monetary unit, monetary unit is a hypernym of franc, franc is not a hypernym of amphibious landing."
monetary unit is a hypernym of amphibious landing.,False,2,"definite quantity is a hypernym of unit of measurement, unit of measurement is a hypernym of monetary unit, monetary unit is a hypernym of franc, franc is not a hypernym of amphibious landing."
monetary unit is not a hypernym of amphibious landing.,True,2,"definite quantity is a hypernym of unit of measurement, unit of measurement is a hypernym of monetary unit, monetary unit is a hypernym of franc, franc is not a hypernym of amphibious landing."
unit of measurement is a hypernym of amphibious landing.,False,3,"definite quantity is a hypernym of unit of measurement, unit of measurement is a hypernym of monetary unit, monetary unit is a hypernym of franc, franc is not a hypernym of amphibious landing."
unit of measurement is not a hypernym of amphibious landing.,True,3,"definite quantity is a hypernym of unit of measurement, unit of measurement is a hypernym of monetary unit, monetary unit is a hypernym of franc, franc is not a hypernym of amphibious landing."
definite quantity is a hypernym of amphibious landing.,False,4,"definite quantity is a hypernym of unit of measurement, unit of measurement is a hypernym of monetary unit, monetary unit is a hypernym of franc, franc is not a hypernym of amphibious landing."
definite quantity is not a hypernym of amphibious landing.,True,4,"definite quantity is a hypernym of unit of measurement, unit of measurement is a hypernym of monetary unit, monetary unit is a hypernym of franc, franc is not a hypernym of amphibious landing."
dye is a hypernym of breach of trust with fraudulent intent.,False,1,"substance is a hypernym of material, material is a hypernym of coloring material, coloring material is a hypernym of dye, dye is not a hypernym of breach of trust with fraudulent intent."
dye is not a hypernym of breach of trust with fraudulent intent.,True,1,"substance is a hypernym of material, material is a hypernym of coloring material, coloring material is a hypernym of dye, dye is not a hypernym of breach of trust with fraudulent intent."
coloring material is a hypernym of breach of trust with fraudulent intent.,False,2,"substance is a hypernym of material, material is a hypernym of coloring material, coloring material is a hypernym of dye, dye is not a hypernym of breach of trust with fraudulent intent."
coloring material is not a hypernym of breach of trust with fraudulent intent.,True,2,"substance is a hypernym of material, material is a hypernym of coloring material, coloring material is a hypernym of dye, dye is not a hypernym of breach of trust with fraudulent intent."
material is a hypernym of breach of trust with fraudulent intent.,False,3,"substance is a hypernym of material, material is a hypernym of coloring material, coloring material is a hypernym of dye, dye is not a hypernym of breach of trust with fraudulent intent."
material is not a hypernym of breach of trust with fraudulent intent.,True,3,"substance is a hypernym of material, material is a hypernym of coloring material, coloring material is a hypernym of dye, dye is not a hypernym of breach of trust with fraudulent intent."
substance is a hypernym of breach of trust with fraudulent intent.,False,4,"substance is a hypernym of material, material is a hypernym of coloring material, coloring material is a hypernym of dye, dye is not a hypernym of breach of trust with fraudulent intent."
substance is not a hypernym of breach of trust with fraudulent intent.,True,4,"substance is a hypernym of material, material is a hypernym of coloring material, coloring material is a hypernym of dye, dye is not a hypernym of breach of trust with fraudulent intent."
oleaster is a hypernym of naked option.,False,1,"vascular plant is a hypernym of woody plant, woody plant is a hypernym of shrub, shrub is a hypernym of oleaster, oleaster is not a hypernym of naked option."
oleaster is not a hypernym of naked option.,True,1,"vascular plant is a hypernym of woody plant, woody plant is a hypernym of shrub, shrub is a hypernym of oleaster, oleaster is not a hypernym of naked option."
shrub is a hypernym of naked option.,False,2,"vascular plant is a hypernym of woody plant, woody plant is a hypernym of shrub, shrub is a hypernym of oleaster, oleaster is not a hypernym of naked option."
shrub is not a hypernym of naked option.,True,2,"vascular plant is a hypernym of woody plant, woody plant is a hypernym of shrub, shrub is a hypernym of oleaster, oleaster is not a hypernym of naked option."
woody plant is a hypernym of naked option.,False,3,"vascular plant is a hypernym of woody plant, woody plant is a hypernym of shrub, shrub is a hypernym of oleaster, oleaster is not a hypernym of naked option."
woody plant is not a hypernym of naked option.,True,3,"vascular plant is a hypernym of woody plant, woody plant is a hypernym of shrub, shrub is a hypernym of oleaster, oleaster is not a hypernym of naked option."
vascular plant is a hypernym of naked option.,False,4,"vascular plant is a hypernym of woody plant, woody plant is a hypernym of shrub, shrub is a hypernym of oleaster, oleaster is not a hypernym of naked option."
vascular plant is not a hypernym of naked option.,True,4,"vascular plant is a hypernym of woody plant, woody plant is a hypernym of shrub, shrub is a hypernym of oleaster, oleaster is not a hypernym of naked option."
grass is a hypernym of covered option.,False,1,"vascular plant is a hypernym of herb, herb is a hypernym of gramineous plant, gramineous plant is a hypernym of grass, grass is not a hypernym of covered option."
grass is not a hypernym of covered option.,True,1,"vascular plant is a hypernym of herb, herb is a hypernym of gramineous plant, gramineous plant is a hypernym of grass, grass is not a hypernym of covered option."
gramineous plant is a hypernym of covered option.,False,2,"vascular plant is a hypernym of herb, herb is a hypernym of gramineous plant, gramineous plant is a hypernym of grass, grass is not a hypernym of covered option."
gramineous plant is not a hypernym of covered option.,True,2,"vascular plant is a hypernym of herb, herb is a hypernym of gramineous plant, gramineous plant is a hypernym of grass, grass is not a hypernym of covered option."
herb is a hypernym of covered option.,False,3,"vascular plant is a hypernym of herb, herb is a hypernym of gramineous plant, gramineous plant is a hypernym of grass, grass is not a hypernym of covered option."
herb is not a hypernym of covered option.,True,3,"vascular plant is a hypernym of herb, herb is a hypernym of gramineous plant, gramineous plant is a hypernym of grass, grass is not a hypernym of covered option."
vascular plant is a hypernym of covered option.,False,4,"vascular plant is a hypernym of herb, herb is a hypernym of gramineous plant, gramineous plant is a hypernym of grass, grass is not a hypernym of covered option."
vascular plant is not a hypernym of covered option.,True,4,"vascular plant is a hypernym of herb, herb is a hypernym of gramineous plant, gramineous plant is a hypernym of grass, grass is not a hypernym of covered option."
worker is a hypernym of incentive option.,False,1,"living thing is a hypernym of organism, organism is a hypernym of person, person is a hypernym of worker, worker is not a hypernym of incentive option."
worker is not a hypernym of incentive option.,True,1,"living thing is a hypernym of organism, organism is a hypernym of person, person is a hypernym of worker, worker is not a hypernym of incentive option."
person is a hypernym of incentive option.,False,2,"living thing is a hypernym of organism, organism is a hypernym of person, person is a hypernym of worker, worker is not a hypernym of incentive option."
person is not a hypernym of incentive option.,True,2,"living thing is a hypernym of organism, organism is a hypernym of person, person is a hypernym of worker, worker is not a hypernym of incentive option."
organism is a hypernym of incentive option.,False,3,"living thing is a hypernym of organism, organism is a hypernym of person, person is a hypernym of worker, worker is not a hypernym of incentive option."
organism is not a hypernym of incentive option.,True,3,"living thing is a hypernym of organism, organism is a hypernym of person, person is a hypernym of worker, worker is not a hypernym of incentive option."
living thing is a hypernym of incentive option.,False,4,"living thing is a hypernym of organism, organism is a hypernym of person, person is a hypernym of worker, worker is not a hypernym of incentive option."
living thing is not a hypernym of incentive option.,True,4,"living thing is a hypernym of organism, organism is a hypernym of person, person is a hypernym of worker, worker is not a hypernym of incentive option."
subshrub is a hypernym of shopping.,False,1,"vascular plant is a hypernym of woody plant, woody plant is a hypernym of shrub, shrub is a hypernym of subshrub, subshrub is not a hypernym of shopping."
subshrub is not a hypernym of shopping.,True,1,"vascular plant is a hypernym of woody plant, woody plant is a hypernym of shrub, shrub is a hypernym of subshrub, subshrub is not a hypernym of shopping."
shrub is a hypernym of shopping.,False,2,"vascular plant is a hypernym of woody plant, woody plant is a hypernym of shrub, shrub is a hypernym of subshrub, subshrub is not a hypernym of shopping."
shrub is not a hypernym of shopping.,True,2,"vascular plant is a hypernym of woody plant, woody plant is a hypernym of shrub, shrub is a hypernym of subshrub, subshrub is not a hypernym of shopping."
woody plant is a hypernym of shopping.,False,3,"vascular plant is a hypernym of woody plant, woody plant is a hypernym of shrub, shrub is a hypernym of subshrub, subshrub is not a hypernym of shopping."
woody plant is not a hypernym of shopping.,True,3,"vascular plant is a hypernym of woody plant, woody plant is a hypernym of shrub, shrub is a hypernym of subshrub, subshrub is not a hypernym of shopping."
vascular plant is a hypernym of shopping.,False,4,"vascular plant is a hypernym of woody plant, woody plant is a hypernym of shrub, shrub is a hypernym of subshrub, subshrub is not a hypernym of shopping."
vascular plant is not a hypernym of shopping.,True,4,"vascular plant is a hypernym of woody plant, woody plant is a hypernym of shrub, shrub is a hypernym of subshrub, subshrub is not a hypernym of shopping."
bowling pin is a hypernym of mail-order buying.,False,1,"equipment is a hypernym of game equipment, game equipment is a hypernym of bowling equipment, bowling equipment is a hypernym of bowling pin, bowling pin is not a hypernym of mail-order buying."
bowling pin is not a hypernym of mail-order buying.,True,1,"equipment is a hypernym of game equipment, game equipment is a hypernym of bowling equipment, bowling equipment is a hypernym of bowling pin, bowling pin is not a hypernym of mail-order buying."
bowling equipment is a hypernym of mail-order buying.,False,2,"equipment is a hypernym of game equipment, game equipment is a hypernym of bowling equipment, bowling equipment is a hypernym of bowling pin, bowling pin is not a hypernym of mail-order buying."
bowling equipment is not a hypernym of mail-order buying.,True,2,"equipment is a hypernym of game equipment, game equipment is a hypernym of bowling equipment, bowling equipment is a hypernym of bowling pin, bowling pin is not a hypernym of mail-order buying."
game equipment is a hypernym of mail-order buying.,False,3,"equipment is a hypernym of game equipment, game equipment is a hypernym of bowling equipment, bowling equipment is a hypernym of bowling pin, bowling pin is not a hypernym of mail-order buying."
game equipment is not a hypernym of mail-order buying.,True,3,"equipment is a hypernym of game equipment, game equipment is a hypernym of bowling equipment, bowling equipment is a hypernym of bowling pin, bowling pin is not a hypernym of mail-order buying."
equipment is a hypernym of mail-order buying.,False,4,"equipment is a hypernym of game equipment, game equipment is a hypernym of bowling equipment, bowling equipment is a hypernym of bowling pin, bowling pin is not a hypernym of mail-order buying."
equipment is not a hypernym of mail-order buying.,True,4,"equipment is a hypernym of game equipment, game equipment is a hypernym of bowling equipment, bowling equipment is a hypernym of bowling pin, bowling pin is not a hypernym of mail-order buying."
wood is a hypernym of viatication.,False,1,"substance is a hypernym of material, material is a hypernym of plant material, plant material is a hypernym of wood, wood is not a hypernym of viatication."
wood is not a hypernym of viatication.,True,1,"substance is a hypernym of material, material is a hypernym of plant material, plant material is a hypernym of wood, wood is not a hypernym of viatication."
plant material is a hypernym of viatication.,False,2,"substance is a hypernym of material, material is a hypernym of plant material, plant material is a hypernym of wood, wood is not a hypernym of viatication."
plant material is not a hypernym of viatication.,True,2,"substance is a hypernym of material, material is a hypernym of plant material, plant material is a hypernym of wood, wood is not a hypernym of viatication."
material is a hypernym of viatication.,False,3,"substance is a hypernym of material, material is a hypernym of plant material, plant material is a hypernym of wood, wood is not a hypernym of viatication."
material is not a hypernym of viatication.,True,3,"substance is a hypernym of material, material is a hypernym of plant material, plant material is a hypernym of wood, wood is not a hypernym of viatication."
substance is a hypernym of viatication.,False,4,"substance is a hypernym of material, material is a hypernym of plant material, plant material is a hypernym of wood, wood is not a hypernym of viatication."
substance is not a hypernym of viatication.,True,4,"substance is a hypernym of material, material is a hypernym of plant material, plant material is a hypernym of wood, wood is not a hypernym of viatication."
privet is a hypernym of musical performance.,False,1,"vascular plant is a hypernym of woody plant, woody plant is a hypernym of shrub, shrub is a hypernym of privet, privet is not a hypernym of musical performance."
privet is not a hypernym of musical performance.,True,1,"vascular plant is a hypernym of woody plant, woody plant is a hypernym of shrub, shrub is a hypernym of privet, privet is not a hypernym of musical performance."
shrub is a hypernym of musical performance.,False,2,"vascular plant is a hypernym of woody plant, woody plant is a hypernym of shrub, shrub is a hypernym of privet, privet is not a hypernym of musical performance."
shrub is not a hypernym of musical performance.,True,2,"vascular plant is a hypernym of woody plant, woody plant is a hypernym of shrub, shrub is a hypernym of privet, privet is not a hypernym of musical performance."
woody plant is a hypernym of musical performance.,False,3,"vascular plant is a hypernym of woody plant, woody plant is a hypernym of shrub, shrub is a hypernym of privet, privet is not a hypernym of musical performance."
woody plant is not a hypernym of musical performance.,True,3,"vascular plant is a hypernym of woody plant, woody plant is a hypernym of shrub, shrub is a hypernym of privet, privet is not a hypernym of musical performance."
vascular plant is a hypernym of musical performance.,False,4,"vascular plant is a hypernym of woody plant, woody plant is a hypernym of shrub, shrub is a hypernym of privet, privet is not a hypernym of musical performance."
vascular plant is not a hypernym of musical performance.,True,4,"vascular plant is a hypernym of woody plant, woody plant is a hypernym of shrub, shrub is a hypernym of privet, privet is not a hypernym of musical performance."
larva is a hypernym of force out.,False,1,"living thing is a hypernym of organism, organism is a hypernym of animal, animal is a hypernym of larva, larva is not a hypernym of force out."
larva is not a hypernym of force out.,True,1,"living thing is a hypernym of organism, organism is a hypernym of animal, animal is a hypernym of larva, larva is not a hypernym of force out."
animal is a hypernym of force out.,False,2,"living thing is a hypernym of organism, organism is a hypernym of animal, animal is a hypernym of larva, larva is not a hypernym of force out."
animal is not a hypernym of force out.,True,2,"living thing is a hypernym of organism, organism is a hypernym of animal, animal is a hypernym of larva, larva is not a hypernym of force out."
organism is a hypernym of force out.,False,3,"living thing is a hypernym of organism, organism is a hypernym of animal, animal is a hypernym of larva, larva is not a hypernym of force out."
organism is not a hypernym of force out.,True,3,"living thing is a hypernym of organism, organism is a hypernym of animal, animal is a hypernym of larva, larva is not a hypernym of force out."
living thing is a hypernym of force out.,False,4,"living thing is a hypernym of organism, organism is a hypernym of animal, animal is a hypernym of larva, larva is not a hypernym of force out."
living thing is not a hypernym of force out.,True,4,"living thing is a hypernym of organism, organism is a hypernym of animal, animal is a hypernym of larva, larva is not a hypernym of force out."
medical building is a hypernym of fielder's choice.,False,1,"artifact is a hypernym of structure, structure is a hypernym of building, building is a hypernym of medical building, medical building is not a hypernym of fielder's choice."
medical building is not a hypernym of fielder's choice.,True,1,"artifact is a hypernym of structure, structure is a hypernym of building, building is a hypernym of medical building, medical building is not a hypernym of fielder's choice."
building is a hypernym of fielder's choice.,False,2,"artifact is a hypernym of structure, structure is a hypernym of building, building is a hypernym of medical building, medical building is not a hypernym of fielder's choice."
building is not a hypernym of fielder's choice.,True,2,"artifact is a hypernym of structure, structure is a hypernym of building, building is a hypernym of medical building, medical building is not a hypernym of fielder's choice."
structure is a hypernym of fielder's choice.,False,3,"artifact is a hypernym of structure, structure is a hypernym of building, building is a hypernym of medical building, medical building is not a hypernym of fielder's choice."
structure is not a hypernym of fielder's choice.,True,3,"artifact is a hypernym of structure, structure is a hypernym of building, building is a hypernym of medical building, medical building is not a hypernym of fielder's choice."
artifact is a hypernym of fielder's choice.,False,4,"artifact is a hypernym of structure, structure is a hypernym of building, building is a hypernym of medical building, medical building is not a hypernym of fielder's choice."
artifact is not a hypernym of fielder's choice.,True,4,"artifact is a hypernym of structure, structure is a hypernym of building, building is a hypernym of medical building, medical building is not a hypernym of fielder's choice."
summer squash is a hypernym of base hit.,False,1,"vascular plant is a hypernym of vine, vine is a hypernym of squash, squash is a hypernym of summer squash, summer squash is not a hypernym of base hit."
summer squash is not a hypernym of base hit.,True,1,"vascular plant is a hypernym of vine, vine is a hypernym of squash, squash is a hypernym of summer squash, summer squash is not a hypernym of base hit."
squash is a hypernym of base hit.,False,2,"vascular plant is a hypernym of vine, vine is a hypernym of squash, squash is a hypernym of summer squash, summer squash is not a hypernym of base hit."
squash is not a hypernym of base hit.,True,2,"vascular plant is a hypernym of vine, vine is a hypernym of squash, squash is a hypernym of summer squash, summer squash is not a hypernym of base hit."
vine is a hypernym of base hit.,False,3,"vascular plant is a hypernym of vine, vine is a hypernym of squash, squash is a hypernym of summer squash, summer squash is not a hypernym of base hit."
vine is not a hypernym of base hit.,True,3,"vascular plant is a hypernym of vine, vine is a hypernym of squash, squash is a hypernym of summer squash, summer squash is not a hypernym of base hit."
vascular plant is a hypernym of base hit.,False,4,"vascular plant is a hypernym of vine, vine is a hypernym of squash, squash is a hypernym of summer squash, summer squash is not a hypernym of base hit."
vascular plant is not a hypernym of base hit.,True,4,"vascular plant is a hypernym of vine, vine is a hypernym of squash, squash is a hypernym of summer squash, summer squash is not a hypernym of base hit."
writing paper is a hypernym of corner kick.,False,1,"substance is a hypernym of material, material is a hypernym of paper, paper is a hypernym of writing paper, writing paper is not a hypernym of corner kick."
writing paper is not a hypernym of corner kick.,True,1,"substance is a hypernym of material, material is a hypernym of paper, paper is a hypernym of writing paper, writing paper is not a hypernym of corner kick."
paper is a hypernym of corner kick.,False,2,"substance is a hypernym of material, material is a hypernym of paper, paper is a hypernym of writing paper, writing paper is not a hypernym of corner kick."
paper is not a hypernym of corner kick.,True,2,"substance is a hypernym of material, material is a hypernym of paper, paper is a hypernym of writing paper, writing paper is not a hypernym of corner kick."
material is a hypernym of corner kick.,False,3,"substance is a hypernym of material, material is a hypernym of paper, paper is a hypernym of writing paper, writing paper is not a hypernym of corner kick."
material is not a hypernym of corner kick.,True,3,"substance is a hypernym of material, material is a hypernym of paper, paper is a hypernym of writing paper, writing paper is not a hypernym of corner kick."
substance is a hypernym of corner kick.,False,4,"substance is a hypernym of material, material is a hypernym of paper, paper is a hypernym of writing paper, writing paper is not a hypernym of corner kick."
substance is not a hypernym of corner kick.,True,4,"substance is a hypernym of material, material is a hypernym of paper, paper is a hypernym of writing paper, writing paper is not a hypernym of corner kick."
forceps is a hypernym of bust-up takeover.,False,1,"device is a hypernym of instrument, instrument is a hypernym of extractor, extractor is a hypernym of forceps, forceps is not a hypernym of bust-up takeover."
forceps is not a hypernym of bust-up takeover.,True,1,"device is a hypernym of instrument, instrument is a hypernym of extractor, extractor is a hypernym of forceps, forceps is not a hypernym of bust-up takeover."
extractor is a hypernym of bust-up takeover.,False,2,"device is a hypernym of instrument, instrument is a hypernym of extractor, extractor is a hypernym of forceps, forceps is not a hypernym of bust-up takeover."
extractor is not a hypernym of bust-up takeover.,True,2,"device is a hypernym of instrument, instrument is a hypernym of extractor, extractor is a hypernym of forceps, forceps is not a hypernym of bust-up takeover."
instrument is a hypernym of bust-up takeover.,False,3,"device is a hypernym of instrument, instrument is a hypernym of extractor, extractor is a hypernym of forceps, forceps is not a hypernym of bust-up takeover."
instrument is not a hypernym of bust-up takeover.,True,3,"device is a hypernym of instrument, instrument is a hypernym of extractor, extractor is a hypernym of forceps, forceps is not a hypernym of bust-up takeover."
device is a hypernym of bust-up takeover.,False,4,"device is a hypernym of instrument, instrument is a hypernym of extractor, extractor is a hypernym of forceps, forceps is not a hypernym of bust-up takeover."
device is not a hypernym of bust-up takeover.,True,4,"device is a hypernym of instrument, instrument is a hypernym of extractor, extractor is a hypernym of forceps, forceps is not a hypernym of bust-up takeover."
leaf is a hypernym of Russian roulette.,False,1,"natural object is a hypernym of plant part, plant part is a hypernym of plant organ, plant organ is a hypernym of leaf, leaf is not a hypernym of Russian roulette."
leaf is not a hypernym of Russian roulette.,True,1,"natural object is a hypernym of plant part, plant part is a hypernym of plant organ, plant organ is a hypernym of leaf, leaf is not a hypernym of Russian roulette."
plant organ is a hypernym of Russian roulette.,False,2,"natural object is a hypernym of plant part, plant part is a hypernym of plant organ, plant organ is a hypernym of leaf, leaf is not a hypernym of Russian roulette."
plant organ is not a hypernym of Russian roulette.,True,2,"natural object is a hypernym of plant part, plant part is a hypernym of plant organ, plant organ is a hypernym of leaf, leaf is not a hypernym of Russian roulette."
plant part is a hypernym of Russian roulette.,False,3,"natural object is a hypernym of plant part, plant part is a hypernym of plant organ, plant organ is a hypernym of leaf, leaf is not a hypernym of Russian roulette."
plant part is not a hypernym of Russian roulette.,True,3,"natural object is a hypernym of plant part, plant part is a hypernym of plant organ, plant organ is a hypernym of leaf, leaf is not a hypernym of Russian roulette."
natural object is a hypernym of Russian roulette.,False,4,"natural object is a hypernym of plant part, plant part is a hypernym of plant organ, plant organ is a hypernym of leaf, leaf is not a hypernym of Russian roulette."
natural object is not a hypernym of Russian roulette.,True,4,"natural object is a hypernym of plant part, plant part is a hypernym of plant organ, plant organ is a hypernym of leaf, leaf is not a hypernym of Russian roulette."
otitis is a hypernym of hairweaving.,False,1,"evidence is a hypernym of symptom, symptom is a hypernym of inflammation, inflammation is a hypernym of otitis, otitis is not a hypernym of hairweaving."
otitis is not a hypernym of hairweaving.,True,1,"evidence is a hypernym of symptom, symptom is a hypernym of inflammation, inflammation is a hypernym of otitis, otitis is not a hypernym of hairweaving."
inflammation is a hypernym of hairweaving.,False,2,"evidence is a hypernym of symptom, symptom is a hypernym of inflammation, inflammation is a hypernym of otitis, otitis is not a hypernym of hairweaving."
inflammation is not a hypernym of hairweaving.,True,2,"evidence is a hypernym of symptom, symptom is a hypernym of inflammation, inflammation is a hypernym of otitis, otitis is not a hypernym of hairweaving."
symptom is a hypernym of hairweaving.,False,3,"evidence is a hypernym of symptom, symptom is a hypernym of inflammation, inflammation is a hypernym of otitis, otitis is not a hypernym of hairweaving."
symptom is not a hypernym of hairweaving.,True,3,"evidence is a hypernym of symptom, symptom is a hypernym of inflammation, inflammation is a hypernym of otitis, otitis is not a hypernym of hairweaving."
evidence is a hypernym of hairweaving.,False,4,"evidence is a hypernym of symptom, symptom is a hypernym of inflammation, inflammation is a hypernym of otitis, otitis is not a hypernym of hairweaving."
evidence is not a hypernym of hairweaving.,True,4,"evidence is a hypernym of symptom, symptom is a hypernym of inflammation, inflammation is a hypernym of otitis, otitis is not a hypernym of hairweaving."
African is a hypernym of mycophagy.,False,1,"living thing is a hypernym of organism, organism is a hypernym of person, person is a hypernym of African, African is not a hypernym of mycophagy."
African is not a hypernym of mycophagy.,True,1,"living thing is a hypernym of organism, organism is a hypernym of person, person is a hypernym of African, African is not a hypernym of mycophagy."
person is a hypernym of mycophagy.,False,2,"living thing is a hypernym of organism, organism is a hypernym of person, person is a hypernym of African, African is not a hypernym of mycophagy."
person is not a hypernym of mycophagy.,True,2,"living thing is a hypernym of organism, organism is a hypernym of person, person is a hypernym of African, African is not a hypernym of mycophagy."
organism is a hypernym of mycophagy.,False,3,"living thing is a hypernym of organism, organism is a hypernym of person, person is a hypernym of African, African is not a hypernym of mycophagy."
organism is not a hypernym of mycophagy.,True,3,"living thing is a hypernym of organism, organism is a hypernym of person, person is a hypernym of African, African is not a hypernym of mycophagy."
living thing is a hypernym of mycophagy.,False,4,"living thing is a hypernym of organism, organism is a hypernym of person, person is a hypernym of African, African is not a hypernym of mycophagy."
living thing is not a hypernym of mycophagy.,True,4,"living thing is a hypernym of organism, organism is a hypernym of person, person is a hypernym of African, African is not a hypernym of mycophagy."
Zairese monetary unit is a hypernym of child abuse.,False,1,"definite quantity is a hypernym of unit of measurement, unit of measurement is a hypernym of monetary unit, monetary unit is a hypernym of Zairese monetary unit, Zairese monetary unit is not a hypernym of child abuse."
